species,decimalLongitude,decimalLatitude
Mylossoma.aureum,-60.025,-3.102
Mylossoma.aureum,-60,-3.167
Mylossoma.aureum,-59.821,3.414
Mylossoma.aureum,-61.85,-1.06
Mylossoma.aureum,-61.85,-1.061
Mylossoma.aureum,-61.498,2.896
Mylossoma.aureum,-61.85,1.061
Mylossoma.aureum,-61.85,-1.06
Mylossoma.aureum,-70.496,1.322
Mylossoma.aureum,-70.558,1.364
Mylossoma.aureum,-69.15,1.74
Mylossoma.aureum,-69.14,1.723
Mylossoma.aureum,-69.15,1.74
Mylossoma.aureum,-69.15,1.74
Mylossoma.aureum,-56.773,-2.231
Mylossoma.aureum,-56.713,-2.186
Mylossoma.aureum,-56.719,-2.205
Mylossoma.aureum,-62.99,-5
Mylossoma.aureum,-61.89,-4.264
Mylossoma.aureum,-62.994,-4.997
Mylossoma.aureum,-63.183,-5.628
Mylossoma.aureum,-61.304,-3.906
Mylossoma.aureum,-62.994,-4.997
Mylossoma.aureum,-62.994,-4.997
Mylossoma.aureum,-62.994,-4.997
Mylossoma.aureum,-62.99,-5
Mylossoma.aureum,-64.46,-6.676
Mylossoma.aureum,-64.628,-6.905
Mylossoma.aureum,-70.926,-9.952
Mylossoma.aureum,-65.935,-8.792
Mylossoma.aureum,-65.935,-8.792
Mylossoma.aureum,-68.583,-9.15
Mylossoma.aureum,-67.979,-3.154
Mylossoma.aureum,-67.94,-3.102
Mylossoma.aureum,-69.683,-3.233
Mylossoma.aureum,-74.78,-0.201
Mylossoma.aureum,-69.742,-2.889
Mylossoma.aureum,-74.542,-0.432
Mylossoma.aureum,-69.738,-2.891
Mylossoma.aureum,-70.001,-3.013
Mylossoma.aureum,-70.143,-3.535
Mylossoma.aureum,-74.865,-0.173
Mylossoma.aureum,-74.906,-0.147
Mylossoma.aureum,-59.946,-3.24
Mylossoma.aureum,-61.508,-3.108
Mylossoma.aureum,-60.209,-3.348
Mylossoma.aureum,-59.943,-3.242
Mylossoma.aureum,-59.946,-3.24
Mylossoma.aureum,-60.267,-3.417
Mylossoma.aureum,-60.186,-3.285
Mylossoma.aureum,-60.459,-3.428
Mylossoma.aureum,-61.404,-3.58
Mylossoma.aureum,-60.314,-3.39
Mylossoma.aureum,-61,-3.067
Mylossoma.aureum,-59.9,-3.15
Mylossoma.aureum,-60.835,-3.643
Mylossoma.aureum,-61.158,-3.607
Mylossoma.aureum,-59.95,-3.233
Mylossoma.aureum,-60.21,-3.315
Mylossoma.aureum,-59.915,-3.165
Mylossoma.aureum,-60.823,-3.611
Mylossoma.aureum,-60.49,-3.34
Mylossoma.aureum,-59.912,-3.169
Mylossoma.aureum,-59.96,-3.253
Mylossoma.aureum,-60.811,-3.571
Mylossoma.aureum,-59.908,-3.163
Mylossoma.aureum,-59.967,-3.25
Mylossoma.aureum,-60.831,-3.342
Mylossoma.aureum,-59.967,-3.25
Mylossoma.aureum,-60.21,-3.33
Mylossoma.aureum,-60.23,-3.26
Mylossoma.aureum,-59.9,-3.17
Mylossoma.aureum,-59.913,-3.168
Mylossoma.aureum,-60.222,-3.278
Mylossoma.aureum,-60.075,-3.287
Mylossoma.aureum,-60.219,-3.313
Mylossoma.aureum,-60.32,-3.29
Mylossoma.aureum,-60.01,-3.27
Mylossoma.aureum,-60.65,-3.31
Mylossoma.aureum,-60.276,-3.482
Mylossoma.aureum,-59.947,-3.242
Mylossoma.aureum,-59.945,-3.239
Mylossoma.aureum,-59.919,-3.181
Mylossoma.aureum,-59.909,-3.159
Mylossoma.aureum,-59.926,-3.196
Mylossoma.aureum,-60.589,-3.344
Mylossoma.aureum,-60.283,-3.417
Mylossoma.aureum,-61.5,-3.1
Mylossoma.aureum,-60.277,-3.482
Mylossoma.aureum,-60.417,-3.25
Mylossoma.aureum,-60.186,-3.285
Mylossoma.aureum,-60.209,-3.348
Mylossoma.aureum,-60.65,-3.31
Mylossoma.aureum,-59.912,-3.169
Mylossoma.aureum,-59.913,-3.168
Mylossoma.aureum,-60.283,-3.417
Mylossoma.aureum,-60.65,-3.31
Mylossoma.aureum,-60.283,-3.417
Mylossoma.aureum,-60.65,-3.31
Mylossoma.aureum,-61.491,-3.658
Mylossoma.aureum,-62.854,-3.915
Mylossoma.aureum,-62.586,-3.859
Mylossoma.aureum,-62.005,-3.925
Mylossoma.aureum,-61.664,-3.845
Mylossoma.aureum,-62.348,-3.822
Mylossoma.aureum,-62.587,-3.892
Mylossoma.aureum,-63.162,-4.009
Mylossoma.aureum,-62.632,-3.9
Mylossoma.aureum,-61.74,-3.873
Mylossoma.aureum,-63.469,-3.853
Mylossoma.aureum,-63.427,-3.899
Mylossoma.aureum,-63.878,-3.855
Mylossoma.aureum,-64.383,-3
Mylossoma.aureum,-63.469,-3.853
Mylossoma.aureum,-64.383,-3
Mylossoma.aureum,-64.383,-3
Mylossoma.aureum,-65,-3
Mylossoma.aureum,-64.668,-3.351
Mylossoma.aureum,-64.715,-3.258
Mylossoma.aureum,-64.714,-3.264
Mylossoma.aureum,-64.668,-3.35
Mylossoma.aureum,-64.816,-3.172
Mylossoma.aureum,-64.715,-3.258
Mylossoma.aureum,-66.155,-2.474
Mylossoma.aureum,-66.092,-2.514
Mylossoma.aureum,-66.804,-2.716
Mylossoma.aureum,-67.833,-2.75
Mylossoma.aureum,-69.339,-3.959
Mylossoma.aureum,-69.339,-3.959
Mylossoma.aureum,-72.273,-3.252
Mylossoma.aureum,-72.273,-3.252
Mylossoma.aureum,-69.95,-4.221
Mylossoma.aureum,-69.95,-4.221
Mylossoma.aureum,-69.964,-4.173
Mylossoma.aureum,-69.951,-4.2
Mylossoma.aureum,-69.947,-4.211
Mylossoma.aureum,-70.58,-3.708
Mylossoma.aureum,-70.463,-3.754
Mylossoma.aureum,-70.393,-3.766
Mylossoma.aureum,-70.407,-3.782
Mylossoma.aureum,-70.367,-3.782
Mylossoma.aureum,-70.368,-3.782
Mylossoma.aureum,-70.651,-3.785
Mylossoma.aureum,-70.367,-3.794
Mylossoma.aureum,-70.417,-3.8
Mylossoma.aureum,-70.43,-3.808
Mylossoma.aureum,-70.26,-3.819
Mylossoma.aureum,-70.425,-3.825
Mylossoma.aureum,-70.222,-3.847
Mylossoma.aureum,-69.944,-4.135
Mylossoma.aureum,-69.96,-4.185
Mylossoma.aureum,-69.954,-4.193
Mylossoma.aureum,-69.953,-4.193
Mylossoma.aureum,-69.957,-4.194
Mylossoma.aureum,-69.952,-4.2
Mylossoma.aureum,-69.941,-4.215
Mylossoma.aureum,-69.948,-4.218
Mylossoma.aureum,-69.947,-4.225
Mylossoma.aureum,-71.858,-3.324
Mylossoma.aureum,-70.569,-3.878
Mylossoma.aureum,-72.273,-3.252
Mylossoma.aureum,-72.269,-3.273
Mylossoma.aureum,-69.937,-4.23
Mylossoma.aureum,-69.938,-4.253
Mylossoma.aureum,-71.858,-3.324
Mylossoma.aureum,-69.941,-4.215
Mylossoma.aureum,-69.956,-4.196
Mylossoma.aureum,-71.985,-3.361
Mylossoma.aureum,-73.183,-3.75
Mylossoma.aureum,-73.183,-4.583
Mylossoma.aureum,-73.003,-4.583
Mylossoma.aureum,-72.85,-3.45
Mylossoma.aureum,-73.24,-3.742
Mylossoma.aureum,-73.2,-3.85
Mylossoma.aureum,-73.28,-3.721
Mylossoma.aureum,-73.177,-3.761
Mylossoma.aureum,-73.207,-4.112
Mylossoma.aureum,-73.23,-4.128
Mylossoma.aureum,-73.253,-3.756
Mylossoma.aureum,-73.253,-3.756
Mylossoma.aureum,-54.74,-2.414
Mylossoma.aureum,-54.717,-2.409
Mylossoma.aureum,-54.89,-2.255
Mylossoma.aureum,-54.717,-2.409
Mylossoma.aureum,-55.162,-2.345
Mylossoma.aureum,-54.74,-2.414
Mylossoma.aureum,-64.758,-3.408
Mylossoma.aureum,-64.764,-3.357
Mylossoma.aureum,-64.765,-3.357
Mylossoma.aureum,-64.75,-3.4
Mylossoma.aureum,-55.863,-1.761
Mylossoma.aureum,-55.958,-1.468
Mylossoma.aureum,-74.595,-8.333
Mylossoma.aureum,-74.569,-8.328
Mylossoma.aureum,-74.652,-8.329
Mylossoma.aureum,-74.3,-5.2
Mylossoma.aureum,-74.512,-5.27
Mylossoma.aureum,-74.6,-8.27
Mylossoma.aureum,-74.971,-7.596
Mylossoma.aureum,-74.6,-8.267
Mylossoma.aureum,-73.452,-4.567
Mylossoma.aureum,-52.254,-1.732
Mylossoma.aureum,-52.238,-1.748
Mylossoma.aureum,-52.25,-1.73
Mylossoma.aureum,-52.25,-1.73
Mylossoma.aureum,-52.25,-1.73
Mylossoma.aureum,-54.573,-6.941
